1-byte 	1-byte character ma ky tu 1 bai
abirritate	abirritate ngoai dong tu giam kich thich
abirritation	abirritation danh tu su giam kich thich
abject	abject   tinh tu hen ha, thap hen, de tien, dang khinh khon kho, khon nan in abject poverty  ngheo rot mong toi, ngheo xac ngheo xo
abjection	abjection   danh tu su hen ha, su thap hen, su de tien
abjections	abjection   danh tu su hen ha, su thap hen, su de tien
abjectly	abjectly pho tu hen ha, de tien khon kho, khon nan
abjectness	abjectness   danh tu su hen ha, su thap hen, su de tien, su dang khinh su khon kho, su khon nan
abjudicate	abjudicate ngoai dong tu tuyen bo tu bo the bo dao
abjuration	abjuration   danh tu su tuyen bo bo, su the bo (ton giao) su the bo dao, su boi dao
abjurations	abjuration   danh tu su tuyen bo bo, su the bo (ton giao) su the bo dao, su boi dao
abjure	abjure   dong tu tuyen bo bo, nguyen bo to abjure one's religion  bo dao to abjure one's rights  tuyen bo tu bo quyen loi cua minh rut lui (y kien, loi hua...) to abjure one's opinion  rut lui y kien the bo (dat nuoc) di mai mai
abjured	abjure   dong tu tuyen bo bo, nguyen bo to abjure one's religion  bo dao to abjure one's rights  tuyen bo tu bo quyen loi cua minh rut lui (y kien, loi hua...) to abjure one's opinion  rut lui y kien the bo (dat nuoc) di mai mai
abjurer	abjurer xem abjure
abjures	abjure   dong tu tuyen bo bo, nguyen bo to abjure one's religion  bo dao to abjure one's rights  tuyen bo tu bo quyen loi cua minh rut lui (y kien, loi hua...) to abjure one's opinion  rut lui y kien the bo (dat nuoc) di mai mai
abjuring	abjure   dong tu tuyen bo bo, nguyen bo to abjure one's religion  bo dao to abjure one's rights  tuyen bo tu bo quyen loi cua minh rut lui (y kien, loi hua...) to abjure one's opinion  rut lui y kien the bo (dat nuoc) di mai mai
ablactation	ablactation   danh tu su cai sua su can sua
ablastous	ablastous tinh tu (thuc vat) khong mam
ablate	ablate   ngoai dong tu (y hoc) cat bo
ablated	ablate   ngoai dong tu (y hoc) cat bo
ablates	ablate   ngoai dong tu (y hoc) cat bo
ablating	ablate   ngoai dong tu (y hoc) cat bo
ablation	ablation   danh tu (y hoc) su cat bo (mot bo phan trong co the) (dia ly,dia chat) su tai mon (da) (dia ly,dia chat) su tieu mon (song bang)
ablations	ablation   danh tu (y hoc) su cat bo (mot bo phan trong co the) (dia ly,dia chat) su tai mon (da) (dia ly,dia chat) su tieu mon (song bang)
ablative	ablative   tinh tu (ngon ngu hoc) (thuoc) cach cong cu  danh tu (ngon ngu hoc) cach cong cu
ablatives	ablative   tinh tu (ngon ngu hoc) (thuoc) cach cong cu  danh tu (ngon ngu hoc) cach cong cu
ablaut	ablaut   danh tu (ngon ngu hoc) Aplau
ablaze	ablaze   tinh tu &amp; pho tu ruc chay, boc chay sang choi loi bung bung, rung ruc ablaze with anger  bung bung noi gian
able	able   tinh tu co nang luc, co tai an able co-op manager  mot chu nhiem hop tac xa co nang luc an able writer  mot nha van co tai to be able to  co the to be able to do something  co the lam duoc viec gi (phap ly) co du tu cach, co du tham quyen
able-bodied	able-bodied   tinh tu khoe manh; du tieu chuan suc khoe (lam nghia vu quan su) able-bodied seaman  ((viet tat) A.B.) thuy thu hang nhat
able seaman	able seaman danh tu (vt la AB) thuy thu hang nhat
ablegate	ablegate danh tu dai su giao hoang
ablen	ablen   danh tu (dong vat hoc) ca aplet, ca vay bac (ho ca chep)
ableness	ableness danh tu nang luc, tai nang su cuong trang
ablepsia	ablepsia danh tu tat mu; chung mu
abler	able   tinh tu co nang luc, co tai an able co-op manager  mot chu nhiem hop tac xa co nang luc an able writer  mot nha van co tai to be able to  co the to be able to do something  co the lam duoc viec gi (phap ly) co du tu cach, co du tham quyen
ablest	able   tinh tu co nang luc, co tai an able co-op manager  mot chu nhiem hop tac xa co nang luc an able writer  mot nha van co tai to be able to  co the to be able to do something  co the lam duoc viec gi (phap ly) co du tu cach, co du tham quyen
ablet	ablet   danh tu (dong vat hoc) ca aplet, ca vay bac (ho ca chep)
ablings	ablings   pho tu (E-cot) co le, co the
ablins	ablins   pho tu (E-cot) co le, co the
abloom	abloom   tinh tu &amp; pho tu dang no (ra) hoa
abluent	abluent   tinh tu rua sach, tay sach  danh tu chat tay, thuoc tay
ablush	ablush   tinh tu &amp; pho tu then do mat
ablution	ablution   danh tu,  (thuong) so nhieu (ton giao) le rua toi; le tam goi; le rua sach cac do tho (ton giao) nuoc tam goi; nuoc rua do tho ((thuong) so nhieu) su tam goi, su rua ray
ablutionary	ablutionary xem ablution
ablutions	ablution   danh tu,  (thuong) so nhieu (ton giao) le rua toi; le tam goi; le rua sach cac do tho (ton giao) nuoc tam goi; nuoc rua do tho ((thuong) so nhieu) su tam goi, su rua ray
ably	ably   pho tu co kha nang, co tai, kheo leo, tai tinh
abm	abm (vt cua anti-ballistic missile) ten lua chong ten lua dan dao
abnegate	abnegate   ngoai dong tu nhin (cai gi) bo (dao) tu bo (quyen loi...); tu choi khong nhan (dac quyen...)
abnegated	abnegate   ngoai dong tu nhin (cai gi) bo (dao) tu bo (quyen loi...); tu choi khong nhan (dac quyen...)
abnegates	abnegate   ngoai dong tu nhin (cai gi) bo (dao) tu bo (quyen loi...); tu choi khong nhan (dac quyen...)
abnegating	abnegate   ngoai dong tu nhin (cai gi) bo (dao) tu bo (quyen loi...); tu choi khong nhan (dac quyen...)
abnegation	abnegation   danh tu su bo (dao...); su tu bo (quyen loi); su tu choi khong nhan (dac quyen...) su quen minh, su hy sinh, su xa than ((thuong) self abnegation)
abnegations	abnegation   danh tu su bo (dao...); su tu bo (quyen loi); su tu choi khong nhan (dac quyen...) su quen minh, su hy sinh, su xa than ((thuong) self abnegation)
abnegator	abnegator xem abnegate
abnegators	abnegator xem abnegate
abnormal	abnormal   tinh tu khong binh thuong, khac thuong; di thuong abnormal (Tech) bat thuong, di thuong; khong chuan abnormal bat thuong; (thong ke) khong chuan
abnormal end (ABEND)	abnormal end (ABEND) (Tech) ket thuc bat thuong
abnormal end of task	abnormal end of task (Tech) ket thuc bat thuong (mot) nhiem vu
abnormal end of transmission	abnormal end of transmission (Tech) ket thuc truyen bat thuong
abnormal function	abnormal function (Tech) chuc nang/ham so bat thuong
Abnormal profits	Abnormal profits (Econ) Loi nhuan di thuong  Xem SUPER-NORMAL PROFITS
abnormal propagation	abnormal propagation (Tech) truyen lan bat thuong
abnormal reflection	abnormal reflection (Tech) phan xa bat thuong
abnormal refraction	abnormal refraction (Tech) khuc xa bat thuong
abnormal return address	abnormal return address (Tech) dia chi hoi bao bat thuong
abnormal status	abnormal status (Tech) trang thai bat thuong
abnormal termination	abnormal termination (Tech) cat dut bat thuong
abnormalcy	abnormalcy   danh tu su khong binh thuong, su khac thuong; su di thuong vat ky quai, quai vat
abnormalities	abnormality   danh tu su khong binh thuong, su khac thuong; su di thuong vat ky quai, quai vat
abnormality	abnormality   danh tu su khong binh thuong, su khac thuong; su di thuong vat ky quai, quai vat
abnormally	abnormally pho tu di thuong, khac thuong
abnormities	abnormity   danh tu su khong binh thuong, su khac thuong; su di thuong vat ky quai, quai vat
abnormity	abnormity   danh tu su khong binh thuong, su khac thuong; su di thuong vat ky quai, quai vat
abo	abo danh tu tho dan (Uc, long, si nhuc)
aboard	aboard   pho tu tren tau, tren boong tau, tren thuyen, tren xe lua; tren may bay to go aboard  len tau, len boong doc theo; gan, ke close (hard) aboard  nam ke sat to keep the land aboard  di doc theo bo all aboard!  de nghi moi nguoi len tau! to fall aboard of a ship  va phai mot chiec tau khac  gioi tu len tren (tau thuy, xe lua, may bay...) to go aboard a ship  len tau to travel aboard a special train  di du lich tren mot chuyen xe lua dac biet
abode	abode   noi dong tu (abode; abode,  abide) ton tai; keo dai this mistake will not abide for ever  sai lam nay se khong the keo dai mai duoc (  by) ton trong, giu, tuan theo, chiu theo; trung thanh voi to abide by one's friend  trung thanh voi ban (tu co,nghia co) o, ngu tai to abide with somebody  o voi ai  ngoai dong tu cho, cho doi to abide one's time  cho thoi co chiu dung, chiu we can't abide his fits of temper  chung toi khong the chiu duoc nhung con nong gian cua han chong do duoc (cuoc tan cong)
abodes	abode   danh tu noi o to take up (make) one's abode  o of no fixed abode  khong co cho o nhat dinh su o lai, su luu lai  thoi qua khu &amp; dong tinh tu qua khu cua abide
abohm	abohm (Tech) abom (1 abom   10 luy thua -9 om)
aboil	aboil   tinh tu &amp; pho tu dang soi
abolish	abolish   ngoai dong tu thu tieu, bai bo, huy bo to abolish the exploitation of man by man  thu tieu che do nguoi boc lot nguoi to abolish acontract  huy bo mot ban giao keo
abolishable	abolishable   tinh tu co the thu tieu, co the bai bo, co the huy bo
abolished	abolish   ngoai dong tu thu tieu, bai bo, huy bo to abolish the exploitation of man by man  thu tieu che do nguoi boc lot nguoi to abolish acontract  huy bo mot ban giao keo
abolisher	abolisher   danh tu nguoi thu tieu, nguoi bai bo, nguoi huy bo
abolishers	abolisher   danh tu nguoi thu tieu, nguoi bai bo, nguoi huy bo
abolishes	abolish   ngoai dong tu thu tieu, bai bo, huy bo to abolish the exploitation of man by man  thu tieu che do nguoi boc lot nguoi to abolish acontract  huy bo mot ban giao keo
abolishing	abolish   ngoai dong tu thu tieu, bai bo, huy bo to abolish the exploitation of man by man  thu tieu che do nguoi boc lot nguoi to abolish acontract  huy bo mot ban giao keo
abolishment	abolishment   danh tu su thu tieu, su bai bo, su huy bo
abolition	abolition   danh tu su thu tieu, su bai bo, su huy bo abolition of taxes  su bai bo thue abolition of slavery  su thu tieu che do no le
abolitionary	abolitionary xem abolition
abolitionise	abolitionise   ngoai dong tu (tu My,nghia My) lam cho theo chu nghia bai no
abolitionism	abolitionism   danh tu (su hoc) chu nghia bai no
abolitionist	abolitionist   danh tu nguoi theo chu nghia bai no
abolitionists	abolitionist   danh tu nguoi theo chu nghia bai no
abolitionize	abolitionize   ngoai dong tu (tu My,nghia My) lam cho theo chu nghia bai no
abolitions	abolition   danh tu su thu tieu, su bai bo, su huy bo abolition of taxes  su bai bo thue abolition of slavery  su thu tieu che do no le
abomasa	abomasum danh tu da mui khe tui (dong vat nhai lai)
abomasum	abomasum danh tu da mui khe tui (dong vat nhai lai)
abominable	abominable   tinh tu ghe tom, kinh tom an abominable crime toi ac ghe tom  (thong tuc) toi, toi te, rat xau abominable weather  thoi tiet rat xau an abominable meal  bua com toi
abominable snowman	abominable snowman danh tu nguoi tuyet (tuong truyen la dong vat to cao)
abominableness	abominableness   danh tu su ghe tom, su kinh tom (thong tuc) su toi te
abominably	abominably pho tu mot cach dang ghe tom
abominate	abominate   ngoai dong tu ghe tom; ghet cay ghet dang (thong tuc) khong ua, ghet mat  tinh tu (tho ca) ghe tom, kinh tom
abominated	abominate   ngoai dong tu ghe tom; ghet cay ghet dang (thong tuc) khong ua, ghet mat  tinh tu (tho ca) ghe tom, kinh tom
abominates	abominate   ngoai dong tu ghe tom; ghet cay ghet dang (thong tuc) khong ua, ghet mat  tinh tu (tho ca) ghe tom, kinh tom
abominating	abominate   ngoai dong tu ghe tom; ghet cay ghet dang (thong tuc) khong ua, ghet mat  tinh tu (tho ca) ghe tom, kinh tom
abomination	abomination   danh tu su ghe tom, su kinh tom; su ghet cay ghet dang to hold something in abomination  ghe tom cai gi vat kinh tom; viec ghe tom; hanh dong dang ghet
abominations	abomination   danh tu su ghe tom, su kinh tom; su ghet cay ghet dang to hold something in abomination  ghe tom cai gi vat kinh tom; viec ghe tom; hanh dong dang ghet
abominator	abominator xem abominate
abominators	abominator xem abominate
abonent	abonent (Tech) nguoi thue bao; nguoi dung dau cuoi
aboral	aboral tinh tu (sinh hoc) xa mieng; doi mieng
aboriginal	aboriginal   tinh tu (thuoc) tho dan; (thuoc) tho san, (thuoc) dac san the aboriginal inhabitants of a country  tho dan cua mot nuoc tea is an aboriginal product of Phutho  che la mot dac san cua Phu tho ban so, nguyen thuy, co so  danh tu tho dan (tu hiem,nghia hiem) tho san
aboriginality	aboriginality danh tu dac diem nguyen so tinh thuan phat
aboriginally	aboriginally xem aboriginal
aborigines	aborigines   danh tu so nhieu tho dan Indians are the aborigines of America  nguoi da do la tho dan cua chau My tho san
abort	abort   noi dong tu say thai; de non ((nghia den) &amp; (nghia bong)) (sinh vat hoc) khong phat trien, thui  ngoai dong tu lam say thai, pha thai abort (Tech) huy bo, ngung nua chung, bo do
aborted	aborted   noi dong tu say thai; de non ((nghia den) &amp; (nghia bong)) (sinh vat hoc) khong phat trien, thui  ngoai dong tu lam say thai, pha thai abort (Tech) huy bo, ngung nua chung, bo do
aborticide	aborticide   danh tu thuoc giet thai
abortifacient	abortifacient   tinh tu pha thai, lam say thai  danh tu thuoc pha thai
abortifacients	abortifacient   tinh tu pha thai, lam say thai  danh tu thuoc pha thai
abortin	abortin danh tu chat say thai; abotin
aborting	abort   noi dong tu say thai; de non ((nghia den) &amp; (nghia bong)) (sinh vat hoc) khong phat trien, thui  ngoai dong tu lam say thai, pha thai abort (Tech) huy bo, ngung nua chung, bo do
abortion	abortion   danh tu su say thai, su pha thai; su nao thai nguoi lun tit; dua be de non, vat de non; vat di dang, quai thai su chet non chet yeu, su som that bai (cua mot ke hoach, y do...) (sinh vat hoc) tinh trang phat trien khong day du
abortion mechanism	abortion mechanism (Tech) co nang bo do
abortionist	abortionist   danh tu nguoi pha thai
abortionists	abortionist   danh tu nguoi pha thai
abortions	abortion   danh tu su say thai, su pha thai; su nao thai nguoi lun tit; dua be de non, vat de non; vat di dang, quai thai su chet non chet yeu, su som that bai (cua mot ke hoach, y do...) (sinh vat hoc) tinh trang phat trien khong day du
abortive	abortive   tinh tu de non an abortive child  dua be de non non yeu, chet non chet yeu; som that bai an abortive plan  mot ke hoach som that bai (sinh vat hoc) khong phat trien day du an abortive organ  mot co quan khong phat trien day du abortive (Tech) bo do
abortive subexit	abortive subexit (Tech) loi thoat phu khi bo do
abortively	abortively pho tu non yeu
abortiveness	abortiveness   danh tu su de non su non yeu, su chet non chet yeu (sinh vat hoc) su khong phat trien day du
aborts	abort   noi dong tu say thai; de non ((nghia den) &amp; (nghia bong)) (sinh vat hoc) khong phat trien, thui  ngoai dong tu lam say thai, pha thai abort (Tech) huy bo, ngung nua chung, bo do
aboulia	aboulia   danh tu (y hoc) chung mat y chi
abound	abound   noi dong tu (  in,  with) co rat nhieu, co thua, nhan nhan, luc nhuc, day day coal abounds in our country  than da co rat nhieu o nuoc ta to abound in courage  co thua can dam
abounded	abound   noi dong tu (  in,  with) co rat nhieu, co thua, nhan nhan, luc nhuc, day day coal abounds in our country  than da co rat nhieu o nuoc ta to abound in courage  co thua can dam
abounding	abounding   noi dong tu (  in,  with) co rat nhieu, co thua, nhan nhan, luc nhuc, day day coal abounds in our country  than da co rat nhieu o nuoc ta to abound in courage  co thua can dam
abounds	abound   noi dong tu (  in,  with) co rat nhieu, co thua, nhan nhan, luc nhuc, day day coal abounds in our country  than da co rat nhieu o nuoc ta to abound in courage  co thua can dam
about	about   pho tu xung quanh, quanh quan, day do, rai rac he is somewhere about  anh ta o quanh quan dau do rumours are about  day do co tieng don (ve viec gi) dang sau about turn!  dang sau quay khoang chung, gan about forty  khoang 40 it is about two o'clock  bay gio khoang chung hai gio vong to go a long way about  di duong vong xa!about and about (tu My,nghia My) rat giong nhau!to be about ban (lam gi) da day duoc (sau khi om) co mat!about right dung, dung dan tot, duoc  gioi tu ve to know much about Vietnam  biet nhieu ve Viet Nam what shall we write about?  chung ta se viet ve cai gi bay gio? quanh quat, quanh quan day do, rai rac to walk about the garden  di quanh quan trong vuon xung quanh the trees about the pound  cay coi xung quanh ao khoang chung, vao khoang about nightfall  vao khoang chap toi ban, dang lam (gi...) he is still about it  han hay con ban lam viec do to go about one's work  di lam o (ai); trong nguoi (ai), theo voi (ai) I have all the documents about me  toi co mang theo day du tai lieu there's something nice about him  o anh ta co mot cai gi do hay hay!to be about to sap, sap sua the train is about to start  xe lua sap khoi hanh man about town  tay an choi, tay giao thiep rong what are you about?  anh muon gi?, anh can gi? (tu hiem,nghia hiem) anh dang lam gi day?!what about? (xem) what  ngoai dong tu lai (thuyen...) theo huong khac about do, chung; xung quanh; noi ve, doi voi a.five per cent chung tram phan tram
about...	about... (Tech) ve...
about-face	about-face   danh tu (quan su) su quay dang sau su tro mat, su thay doi han thai do, su thay doi han y kien  noi dong tu (quan su) quay dang sau
about-sledge	about-sledge   danh tu (ky thuat) bua ta
about-turn	about-turn danh tu su thay doi y kien, su doi y
above	above   pho tu tren dau, tren dinh dau clouds are drifting above  may dang bay tren dinh dau o tren as was started above  nhu da noi ro o tren as was remarked above  nhu da nhan xet o tren tren thien duong len tren; nguoc dong (song); len gac a staircase leading above  cau thang len gac you will find a bridge above  di nguoc dong song anh se thay mot cai cau tren, hon they were all men of fifty and above  ho tat ca deu nam muoi va tren nam muoi tuoi over and above  hon nua, va lai, ngoai ra  gioi tu o tren the plane was above the clouds  may bay o tren may qua, vuot, cao hon this work is above my capacity  cong viec nay qua kha nang toi he is above all the other boys in his class  no vuot tat ca nhung dua tre khac trong lop tren, hon to value independence and freedom above all  quy doc lap va tu do hon tat ca above all  truoc het la, truoc nhat la, truoc tien la!above oneself len mat phon, boc to keep one's head above water  giu cho minh duoc an toan; giu khoi mang cong mac no  tinh tu o tren, ke tren, noi tren the above facts  nhung su viec ke tren the above statements  nhung loi phat bieu o tren  danh tu the above cai o tren; dieu ke tren; dieu noi tren above o tren, cao hon
